City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,kiskunmajsa,46.4903,19.74,84.9,41,89,7.05,HU,1720465238
295,ojinaga,29.5667,-104.4167,95.95,38,0,12.66,MX,1720465239
296,arauca,7.0847,-70.7591,78.8,89,75,5.75,CO,1720465240
297,mount pearl,47.5166,-52.7813,74.84,84,33,1.97,CA,1720465091
298,claveria,18.6074,121.0832,78.64,82,97,4.63,PH,1720465243
299,sinabang,2.4803,96.3801,81.59,79,100,5.95,ID,1720465244
300,filingue,14.3521,3.3168,97.02,32,92,3.47,NE,1720465245
301,fort bragg,35.139,-79.006,93.2,58,75,4.61,US,1720465246
302,northam,51.0333,-4.2167,57.38,91,100,16.55,GB,1720465247
303,orkney,-26.9802,26.6727,37.27,35,0,7.85,ZA,1720465229
304,saudarkrokur,65.7461,-19.6394,56.52,63,83,0.87,IS,1720465250
305,port alfred,-33.5906,26.891,52.18,54,49,8.01,ZA,1720465251
306,uyuni,-20.4597,-66.825,48.47,15,0,20.85,BO,1720465252
307,hermosillo,29.0667,-110.9667,103.01,30,0,3.0,MX,1720465220
308,yoakum,29.2878,-97.1519,90.25,55,100,14.23,US,1720465254
309,salalah,17.0151,54.0924,80.47,87,100,7.36,OM,1720465256
310,ishimbay,53.4545,56.0415,57.97,83,0,4.83,RU,1720465257
311,andergrove,-21.0833,149.1833,57.49,92,1,7.47,AU,1720465258
312,windhoek,-22.5594,17.0832,54.09,17,0,4.61,NA,1720465259
313,lae,-6.7221,146.9847,68.41,83,71,6.13,PG,1720465260
314,toliara,-23.35,43.6667,67.15,77,0,6.15,MG,1720465262
315,penzance,50.1186,-5.5371,58.77,96,100,25.37,GB,1720465263
316,ghanzi,-21.5667,21.7833,47.98,30,0,9.44,BW,1720465265
317,newman,37.3138,-121.0208,97.02,10,0,0.54,US,1720465266
318,hasaki,35.7333,140.8333,77.4,92,97,7.34,JP,1720465267
319,pajok,3.8651,32.4821,69.64,82,33,3.94,SS,1720465269
320,kalmunai,7.4167,81.8167,83.17,78,100,6.76,LK,1720465270
321,uturoa,-16.7333,-151.4333,78.46,80,74,16.89,PF,1720465271
322,galle,6.0367,80.217,80.94,84,100,7.78,LK,1720465272
323,muisne,0.6,-80.0333,77.81,86,100,10.4,EC,1720465273
324,alton north (historical),26.2953,-98.3045,99.95,56,82,3.0,US,1720465274
325,mount isa,-20.7333,139.5,65.97,82,75,8.05,AU,1720465227
326,tvoroyri,61.5556,-6.8111,50.04,84,100,6.55,FO,1720465277
327,sal rei,16.1833,-22.9167,82.6,78,75,5.75,CV,1720465278
328,mbandaka,0.0487,18.2603,75.63,71,76,2.68,CD,1720465279
329,taroa,8.7058,171.2275,82.38,81,100,17.65,MH,1720465280
330,gadzhiyevo,69.2551,33.3362,60.69,73,0,11.18,RU,1720465282
331,monmouth,40.3001,-74.1663,96.15,59,0,9.22,US,1720465283
332,mtambile,-5.3833,39.7,77.34,73,5,13.8,TZ,1720465284
333,paragominas,-2.9667,-47.4833,88.29,54,74,2.89,BR,1720465285
334,greenville,35.6127,-77.3663,92.12,62,40,6.91,US,1720465286
335,udachny,66.4167,112.4,66.25,64,97,13.6,RU,1720465288
336,banda aceh,5.5577,95.3222,81.54,77,98,5.7,ID,1720465289
337,masterton,-40.9597,175.6575,37.09,94,0,1.66,NZ,1720465290
338,ballina,-28.8667,153.5667,57.78,85,100,3.74,AU,1720465291
339,coahuayana de hidalgo,18.7,-103.6583,91.42,57,75,7.65,MX,1720465292
340,tadine,-21.55,167.8833,69.64,61,90,14.09,NC,1720465294
341,novobelokatay,55.7062,58.9549,62.1,93,100,1.88,RU,1720465295
342,arvika,59.6553,12.5852,56.01,84,100,5.06,SE,1720465296
343,la sarre,48.8002,-79.1996,78.57,59,99,9.24,CA,1720465297
344,la ronge,55.1001,-105.2842,79.05,44,100,8.05,CA,1720465298
345,laojunmiao,39.8333,97.7333,69.13,41,100,4.63,CN,1720465299
346,zelenogorsk,56.1147,94.5861,62.78,94,28,0.54,RU,1720465301
347,atar,20.5169,-13.0499,105.49,11,100,11.59,MR,1720465303
348,talara,-4.5772,-81.2719,83.16,54,0,19.15,PE,1720465304
349,dabhol,17.6,73.1667,77.45,94,100,8.39,IN,1720465305
350,petropavlovsk-kamchatsky,53.0452,158.6483,52.39,100,100,2.24,RU,1720465307
351,svobodnyy,51.4,128.1333,52.83,70,82,3.4,RU,1720465308
352,xilin hot,43.9667,116.0333,64.31,74,19,1.86,CN,1720465309
353,mata-utu,-13.2816,-176.1745,81.14,80,100,30.78,WF,1720465310
354,ilomantsi,62.6716,30.9328,60.69,87,0,6.8,FI,1720465311
355,glace bay,46.1969,-59.957,83.26,69,75,9.22,CA,1720465313
356,pathein,16.7833,94.7333,79.05,90,96,6.26,MM,1720465314
357,tianpeng,30.9866,103.9393,73.87,91,100,2.24,CN,1720465315
358,anar darah,32.7587,61.654,89.46,17,0,24.85,AF,1720465316
359,utrik,11.2278,169.8474,81.97,79,18,18.5,MH,1720465318
360,el nido,11.1858,119.3956,79.61,87,100,9.24,PH,1720465319
361,ilha de mocambique,-15.0342,40.7358,74.95,62,55,9.91,MZ,1720465320
362,padang,-0.9492,100.3543,75.25,73,85,4.25,ID,1720465321
363,klaksvik,62.2266,-6.589,50.92,90,100,4.16,FO,1720465322
364,usogorsk,63.4106,48.6872,64.69,56,0,3.96,RU,1720465323
365,xai-xai,-25.0519,33.6442,71.8,34,0,14.45,MZ,1720465325
366,tambura,5.6,27.4667,74.79,69,5,4.56,SS,1720465326
367,polyarnyy,69.1989,33.4478,60.3,73,1,12.17,RU,1720465327
368,urucui,-7.2294,-44.5561,97.05,23,0,8.88,BR,1720465328
369,paramonga,-10.6667,-77.8333,68.13,76,68,13.4,PE,1720465329
370,minas de marcona,-15.2119,-75.1103,60.12,63,27,18.75,PE,1720465331
371,tucuma,-0.1833,-50.05,81.66,80,81,7.63,BR,1720465332
372,xichang,27.8964,102.2634,68.34,92,100,0.81,CN,1720465333
373,tarko-sale,64.9225,77.785,57.81,62,0,11.5,RU,1720465334
374,belyy yar,53.6039,91.3903,64.29,94,0,2.24,RU,1720465130
375,minbu,20.1833,94.8833,82.47,77,100,9.78,MM,1720465337
376,sai buri,6.7013,101.6168,78.96,89,100,3.69,TH,1720465338
377,cabo san lucas,22.8909,-109.9124,89.19,49,9,11.79,MX,1720464701
378,quatre cocos,-20.2078,57.7625,69.91,72,75,12.28,MU,1720465340
379,lihue,21.9789,-159.3672,77.36,75,85,11.54,US,1720465341
380,sitia,35.2,26.0986,83.98,64,0,11.3,GR,1720465342
381,port macquarie,-31.4333,152.9167,57.07,98,100,1.99,AU,1720465344
382,linhares,-19.3911,-40.0722,86.7,39,7,7.9,BR,1720465345
383,acarau,-2.8856,-40.12,84.72,62,98,17.87,BR,1720465347
384,tamarin,-20.3256,57.3706,70.36,91,72,11.3,MU,1720465348
385,rabo de peixe,37.8,-25.5833,71.11,94,75,19.57,PT,1720465349
386,naracoorte,-36.9579,140.7383,47.16,97,0,5.37,AU,1720465351
387,hunkuyi,11.2668,7.6512,77.0,68,5,7.67,NG,1720465352
388,petrolina,-9.3986,-40.5008,87.85,45,20,10.36,BR,1720465126
389,reguiba,33.5639,6.7033,109.45,10,20,8.05,DZ,1720465354
390,east london,-33.0153,27.9116,56.34,33,0,19.57,ZA,1720465355
391,prainha,-1.8,-53.48,89.8,49,37,3.33,BR,1720465357
392,la foa,-21.7108,165.8276,64.87,76,34,3.69,NC,1720465358
393,yuzhno-kurilsk,44.0306,145.8556,59.07,97,100,6.62,RU,1720465359
394,birao,10.2849,22.7882,82.09,54,17,5.23,CF,1720465360
395,filadelfia,39.9523,-75.1638,98.62,42,100,4.0,US,1720465321
396,colonel hill,22.7667,-74.2167,83.91,77,20,15.46,BS,1720465362
397,mawlaik,23.6333,94.4167,75.65,94,100,0.81,MM,1720465364
398,awjilah,29.1081,21.2869,85.55,44,0,19.89,LY,1720465365
399,malpica,43.3228,-8.8105,64.89,75,100,9.24,ES,1720465366
400,an nuhud,12.7,28.4333,91.38,33,79,11.61,SD,1720465367
401,koungheul,13.9833,-14.8,88.99,58,100,5.88,SN,1720465370
402,tazacorte,28.629,-17.9293,72.14,87,20,11.5,ES,1720465371
403,rikaze,29.25,88.8833,62.22,51,91,5.03,CN,1720465372
404,kailua-kona,19.6406,-155.9956,78.28,84,100,1.01,US,1720465373
405,soderhamn,61.3037,17.0592,63.95,64,100,7.45,SE,1720465374
406,arraial do cabo,-22.9661,-42.0278,71.56,83,75,10.36,BR,1720465376
407,mar del plata,-38.0023,-57.5575,47.08,51,75,6.91,AR,1720465377
408,crane,31.3974,-102.3501,88.74,39,7,15.23,US,1720465378
409,bengbu,32.9408,117.3608,79.63,92,100,4.61,CN,1720465215
410,cascais,38.6979,-9.4215,71.51,82,20,11.99,PT,1720465380
411,fortuna,40.5982,-124.1573,63.52,94,0,8.05,US,1720465382
412,tomatlan,19.9333,-105.25,90.3,58,99,7.83,MX,1720465212
413,kingston,17.997,-76.7936,90.55,70,20,25.32,JM,1720465223
414,castelli,-25.9468,-60.6195,62.47,31,0,8.52,AR,1720465385
415,quesnel,52.9999,-122.5029,77.5,41,0,3.44,CA,1720465386
416,mana,5.6592,-53.7767,82.54,77,12,6.33,GF,1720465387
417,anaconda,46.1285,-112.9423,81.55,21,0,6.64,US,1720465388
418,guichon,-32.35,-57.2,46.08,51,32,7.56,UY,1720465390
419,carletonville,-26.3609,27.3977,34.92,37,0,10.96,ZA,1720465391
420,kiselevsk,53.99,86.6621,60.67,96,100,2.62,RU,1720465392
421,lubao,14.9167,120.55,80.67,93,100,1.63,PH,1720465393
422,al hudaydah,14.7978,42.9545,93.22,46,52,18.75,YE,1720465394
423,port augusta,-32.5,137.7667,48.83,85,0,1.59,AU,1720465396
424,happy valley-goose bay,53.3168,-60.3315,88.11,27,75,19.57,CA,1720465397
425,lingyuan,41.24,119.4011,63.64,62,9,5.35,CN,1720465398
426,ta`u,-14.2336,-169.5144,79.2,82,100,28.25,AS,1720465399
427,bayanhongor,46.7167,100.1167,52.59,72,98,3.58,MN,1720465400
428,solvang,34.5958,-120.1377,93.29,43,0,5.75,US,1720465402
429,i-n-salah,27.1935,2.4607,106.2,5,0,14.99,DZ,1720464810
430,klyuchi,52.2667,79.1667,64.04,91,100,10.69,RU,1720465404
431,morant bay,17.8815,-76.4093,91.02,74,83,12.53,JM,1720465406
432,nabire,-3.3667,135.4833,75.54,93,100,3.67,ID,1720465408
433,bellavista,-7.0561,-76.5911,89.08,62,75,3.44,PE,1720465409
434,gizo,-8.103,156.8419,80.01,84,100,15.5,SB,1720465410
435,mildura,-34.2,142.15,47.07,92,8,9.44,AU,1720465411
436,salta,-24.7859,-65.4117,51.58,50,40,7.0,AR,1720465205
437,choibalsan,48.0667,114.5,64.09,82,15,5.73,MN,1720465413
438,timbuktu,16.7735,-3.0074,100.54,27,100,7.61,ML,1720465415
439,lompoc,34.6391,-120.4579,91.78,50,1,8.55,US,1720465287
440,faya-largeau,17.9257,19.1043,99.36,19,22,7.29,TD,1720465417
441,leava,-14.3,-178.1667,79.63,78,88,31.18,WF,1720465418
442,merizo village,13.2658,144.6691,82.13,92,16,11.36,GU,1720465419
443,udaipur,24.5712,73.6918,85.59,62,85,3.33,IN,1720465207
444,dibba al-fujairah,25.5923,56.26,95.0,67,20,3.04,AE,1720465423
445,blendecques,50.7184,2.286,62.33,92,100,5.66,FR,1720465424
446,harper,4.375,-7.7169,76.59,81,87,9.98,LR,1720465425
447,arkalyk,50.2486,66.9114,69.15,70,100,4.16,KZ,1720465427
448,hawkinsville,32.2838,-83.4721,92.01,46,92,4.92,US,1720465428
449,ishigaki,24.3448,124.1572,82.53,78,0,8.05,JP,1720465429
450,nelson,-41.2833,173.2833,48.29,88,100,1.01,NZ,1720465430
451,myanaung,18.2833,95.3167,79.86,82,100,7.81,MM,1720465431
452,ponta delgada,37.7333,-25.6667,72.32,94,75,19.57,PT,1720465433
453,gantang,26.92,119.6333,76.42,98,39,0.87,CN,1720465434
454,mudgee,-32.5943,149.5871,52.63,99,100,3.67,AU,1720465374
455,acapulco de juarez,16.8634,-99.8901,82.6,67,100,6.96,MX,1720465317
456,kupino,54.3663,77.2981,57.29,88,0,8.88,RU,1720465437
457,nagqu,31.5,92.0,44.35,93,100,0.51,CN,1720465439
458,bandarbeyla,9.4942,50.8122,77.23,85,96,32.12,SO,1720465440
459,anna regina,7.2644,-58.5077,84.06,68,100,7.25,GY,1720465441
460,kabare,-2.4683,28.8242,65.03,82,100,0.49,CD,1720465443
461,fatehpur,25.9333,80.8,88.68,66,10,8.23,IN,1720465446
462,tottori,35.5,134.2333,77.05,85,100,10.27,JP,1720465447
463,watford city,47.8022,-103.2832,81.16,50,20,8.05,US,1720465448
464,san antonio de pale,-1.4014,5.6325,73.33,76,87,12.1,GQ,1720465449
465,cambria,35.5641,-121.0808,102.56,64,40,7.23,US,1720465451
466,talcahuano,-36.7167,-73.1167,49.68,62,0,8.05,CL,1720465452
467,sol'-iletsk,51.1631,54.9918,68.83,68,1,11.59,RU,1720465453
468,palmer,42.1584,-72.3287,92.14,45,34,1.99,US,1720465454
469,twon-brass,4.3151,6.2418,78.44,83,99,11.99,NG,1720465455
470,concepcion,-36.827,-73.0498,49.8,62,0,8.05,CL,1720465222
471,nuku'alofa,-21.1333,-175.2,70.14,68,75,12.66,TO,1720465458
472,korla,41.7597,86.1469,81.16,28,0,4.97,CN,1720465229
473,strugi-krasnyye,58.2675,29.1114,52.81,96,57,3.87,RU,1720465460
474,aykhal,66.0,111.5,64.44,69,100,16.67,RU,1720465461
475,cho dok,10.7,105.1167,79.79,84,100,4.07,VN,1720465464
476,sarkand,45.41,79.9186,66.38,70,100,5.37,KZ,1720465465
477,kongolo,-5.3833,27.0,79.14,29,6,2.01,CD,1720465466
478,manggar,-2.8833,108.2667,80.46,81,100,10.67,ID,1720465467
479,mancora,-4.1078,-81.0475,77.27,67,13,11.07,PE,1720465469
480,trevelin,-43.0858,-71.4639,38.68,85,30,1.59,AR,1720465470
481,roma,43.2128,-75.4557,89.51,49,98,3.0,US,1720465471
482,graaff-reinet,-32.2522,24.5308,43.92,53,21,6.08,ZA,1720465472
483,celestun,20.8667,-90.4,92.57,55,38,2.48,MX,1720465474
484,saint-pierre,-21.3393,55.4781,65.88,68,20,6.91,RE,1720465475
485,san luis de la loma,17.2706,-100.8939,87.26,66,100,9.57,MX,1720465476
486,zelenogorskiy,55.0333,87.0,56.97,94,100,3.74,RU,1720465477
487,nova vicosa,-17.8919,-39.3719,79.39,68,8,10.22,BR,1720465478
488,yreka,41.7354,-122.6345,95.63,10,0,3.09,US,1720465480
489,santana,-0.0583,-51.1817,89.78,58,40,4.61,BR,1720465482
490,sretensk,52.2453,117.7093,62.49,44,20,2.55,RU,1720465483
491,cukai,4.25,103.4167,77.0,90,100,4.88,MY,1720465484
492,acajutla,13.5928,-89.8275,83.52,76,78,7.49,SV,1720465485
493,rosarito,32.3333,-117.0333,81.41,73,42,7.92,MX,1720465203
494,kasimov,54.9411,41.3953,65.86,69,0,2.77,RU,1720465488
495,diu,20.7141,70.9822,84.38,80,100,9.19,IN,1720465489
496,camabatela,-8.1881,15.375,64.92,31,13,2.33,AO,1720465490
497,ugoofaaru,5.6667,73.0,83.35,77,100,16.44,MV,1720465491
498,ilovlya,49.3033,43.9796,77.49,32,82,8.9,RU,1720465494
499,mwene-ditu,-7.0,23.45,71.53,29,7,2.84,CD,1720465495
500,al jawf,29.5,38.75,91.33,19,0,5.48,SA,1720465496
501,machico,32.7,-16.7667,76.71,84,40,4.61,PT,1720465497
502,tommot,58.9564,126.2925,53.49,86,0,2.82,RU,1720465498
503,shengli,37.4564,118.4856,77.45,71,99,10.69,CN,1720465218
504,goiania,-16.6786,-49.2539,85.69,28,0,5.75,BR,1720465501
505,suez,29.9737,32.5263,82.99,57,0,11.88,EG,1720465233
506,netishyn,50.34,26.6417,65.64,89,100,7.2,UA,1720465503
507,greymouth,-42.4667,171.2,43.84,81,100,6.58,NZ,1720465235
508,manokwari,-0.8667,134.0833,77.67,84,100,5.73,ID,1720465505
509,pointe-noire,-4.7761,11.8635,71.67,94,20,5.75,CG,1720465507
510,buala,-8.145,159.5921,79.93,86,100,6.04,SB,1720465508
511,kokpekty,48.75,82.4,61.74,84,14,3.2,KZ,1720465509
512,bengkulu,-3.8004,102.2655,76.33,89,100,8.61,ID,1720465510
513,novo aripuana,-5.1206,-60.3797,98.62,24,0,4.76,BR,1720465511
514,fuling,29.7022,107.3919,78.64,93,100,1.63,CN,1720465512
515,thabazimbi,-24.5917,27.4116,45.21,31,0,4.85,ZA,1720465514
516,mareeba,-17.0,145.4333,64.49,90,84,2.77,AU,1720465515
517,villa de soto,-30.8552,-64.9995,51.4,30,0,6.2,AR,1720465516
518,nova sintra,14.8667,-24.7167,76.41,89,100,5.23,CV,1720465517
519,alofi,-19.0595,-169.9187,71.49,68,100,17.27,NU,1720465518
520,myshkin,57.7897,38.4545,65.75,83,4,5.66,RU,1720465520
521,lorengau,-2.0226,147.2712,81.01,81,100,15.39,PG,1720465521
522,dalnegorsk,44.5604,135.5701,60.12,97,0,4.63,RU,1720465522
523,hailar,49.2,119.7,64.65,65,55,3.71,CN,1720465524
524,tsagan aman,47.5639,46.7218,86.22,29,100,11.68,RU,1720465526
525,antonio enes,-16.2325,39.9086,71.35,64,7,7.34,MZ,1720465527
526,grandview,38.8858,-94.533,86.77,59,97,5.68,US,1720465528
527,neon karlovasion,37.7903,26.7044,82.2,61,0,11.59,GR,1720465529
528,saint-philippe,-21.3585,55.7679,65.79,71,12,7.87,RE,1720465530
529,caleta de carquin,-11.0925,-77.6267,68.5,75,73,13.49,PE,1720465532
530,abepura,-2.6333,140.5833,77.81,94,20,3.44,ID,1720465533
531,pisco,-13.7,-76.2167,66.25,77,2,10.36,PE,1720465534
532,port douglas,-16.4833,145.4667,71.96,87,88,13.73,AU,1720465535
533,olyokminsk,60.3736,120.4264,59.86,74,91,3.74,RU,1720465536
534,akrehamn,59.2667,5.1833,59.0,72,20,6.91,NO,1720465537
535,baruun-urt,46.6806,113.2792,65.73,73,100,5.7,MN,1720465539
536,freetown,8.484,-13.2299,80.31,83,75,8.05,SL,1720465540
537,beyneu,45.3167,55.2,88.65,31,5,7.9,KZ,1720465541
538,otjiwarongo,-20.4637,16.6477,55.06,12,0,10.42,NA,1720465542
539,vila franca do campo,37.7167,-25.4333,72.01,90,98,16.71,PT,1720465543
540,puerto la cruz,10.2167,-64.6167,80.06,82,52,10.6,VE,1720465545
541,bellegarde,43.7533,4.5165,79.77,57,0,5.75,FR,1720465546
542,ola,59.5833,151.2833,54.14,90,100,13.6,RU,1720465547
543,cao bang,22.6667,106.25,75.97,98,100,3.31,VN,1720465548
544,chiredzi,-21.05,31.6667,62.92,22,0,7.72,ZW,1720465549
545,al hazm,16.1641,44.7769,87.6,38,6,9.28,YE,1720465551
546,waingapu,-9.6567,120.2641,73.96,86,100,10.69,ID,1720465552
547,ciudad lazaro cardenas,17.9583,-102.2,86.85,65,50,10.25,MX,1720465553
548,raton,36.9034,-104.4391,66.18,50,100,9.01,US,1720465554
549,dong ha,16.8163,107.1003,77.72,79,96,4.79,VN,1720465555
550,carolina,18.3808,-65.9574,90.34,64,87,8.01,PR,1720465557
551,christchurch,-43.5333,172.6333,37.94,93,20,2.3,NZ,1720465471
552,auki,-8.7676,160.7034,77.13,91,99,2.95,SB,1720465559
553,bolama,11.5833,-15.4667,77.34,83,97,9.42,GW,1720465560
554,yeniseysk,58.4497,92.1703,53.4,74,12,3.62,RU,1720465561
555,palitana,21.5167,71.8333,86.14,71,100,8.12,IN,1720465562
556,selfoss,63.9331,-20.9971,55.04,71,74,10.83,IS,1720465564
557,jayapura,-2.5333,140.7,78.19,93,100,4.27,ID,1720465565
558,tamanrasset,22.785,5.5228,89.51,20,40,9.22,DZ,1720465566
559,san rafael,-34.6177,-68.3301,49.73,28,0,9.69,AR,1720465567
560,igra,57.5558,53.0547,59.67,98,4,5.1,RU,1720465568
561,muli,2.9167,73.5667,83.97,74,100,9.31,MV,1720465570
562,ende,-8.8432,121.6623,72.93,95,100,5.77,ID,1720465571
563,nasir,15.5894,32.5634,99.3,21,12,8.37,SD,1720465573
564,caetite,-14.0694,-42.475,81.68,25,87,9.1,BR,1720465576
565,pho chai,16.3283,103.7703,80.82,77,100,5.28,TH,1720465577
566,wewak,-3.5534,143.6268,77.99,88,43,8.59,PG,1720465578
567,puerto leguizamo,-0.1934,-74.7819,88.7,49,85,1.74,CO,1720465579
568,yinchuan,38.4681,106.2731,72.81,50,97,5.77,CN,1720465581
569,gillette,44.2911,-105.5022,79.03,25,0,5.01,US,1720465583
570,praia da vitoria,38.7333,-27.0667,80.85,69,20,15.28,PT,1720465584
571,wakkanai,45.4094,141.6739,59.02,97,100,6.15,JP,1720465587
572,mariental,-24.6333,17.9667,46.92,37,0,8.14,NA,1720465588
573,kruisfontein,-34.0033,24.7314,52.88,74,100,29.39,ZA,1720465589
574,bachi-yurt,43.22,46.2,81.93,54,72,5.35,RU,1720465590
575,williams lake,52.1415,-122.1445,92.05,26,20,4.61,CA,1720465591
576,giyani,-23.3025,30.7187,58.86,19,0,7.07,ZA,1720465593
577,gilgit,35.9221,74.3087,76.17,42,27,1.97,PK,1720465594
578,codrington,-38.2667,141.9667,49.08,97,29,7.0,AU,1720465595
579,onega,63.9061,38.1404,55.92,97,100,0.63,RU,1720465596
580,hola,51.5377,23.1902,73.58,77,9,3.44,PL,1720465597
581,katsuren-haebaru,26.3369,127.8719,84.4,85,2,9.17,JP,1720465599
582,kourou,5.1552,-52.6478,89.65,69,56,4.52,GF,1720465363
583,gao,16.6362,1.637,98.67,23,40,2.13,ML,1720465601
584,virginia,37.5481,-77.4467,92.41,70,100,6.35,US,1720465374
585,diamantino,-14.4086,-56.4461,86.05,32,6,6.89,BR,1720465604
586,braganca,-1.0536,-46.7656,80.89,94,9,1.99,BR,1720465605
587,tobelo,1.7284,128.0095,77.97,85,100,4.23,ID,1720465606
588,dingzhou,38.5131,114.9956,74.59,86,37,5.91,CN,1720465607
589,bereket,39.2446,55.5154,93.83,22,8,2.71,TM,1720465608
